fl_iter,main_task_acc,backdoor_acc,raw_task_acc,adv_norm_diff,wg_norm
1,9.94,0.0,0.0,1.2162493467330933,88.16675567626953
2,11.01,0.0,0.0,0.0,88.14310455322266
3,8.88,86.73469387755102,58.4,0.0,88.12812805175781
4,10.0,0.0,0.0,0.0,88.11205291748047
5,10.0,0.0,0.0,0.0,88.09980773925781
6,10.0,100.0,100.0,0.0,88.08396911621094
7,10.0,100.0,100.0,0.0,88.07247161865234
8,10.0,0.0,0.0,0.0,88.05714416503906
9,10.0,0.0,0.0,0.0,88.04261779785156
10,10.82,91.3265306122449,81.3,0.0,88.02888488769531
11,10.0,0.0,0.0,0.7238541841506958,88.00666046142578
12,10.0,0.0,0.0,0.0,87.99141693115234
13,10.0,0.0,0.0,0.0,87.9780502319336
14,12.27,0.0,0.0,0.0,87.96556091308594
15,10.0,0.0,0.0,0.0,87.9512939453125
16,10.0,0.0,0.0,0.0,87.93791198730469
17,10.0,0.0,0.0,0.0,87.9251708984375
18,10.0,0.0,0.0,0.0,87.9122314453125
19,10.0,0.0,0.0,0.0,87.89710235595703
20,10.0,0.0,0.0,0.0,87.8878173828125
21,13.77,81.12244897959184,36.5,1.2233268022537231,87.86751556396484
22,17.87,0.0,0.0,0.0,87.84603118896484
23,15.85,0.0,0.0,0.0,87.8380126953125
24,18.84,0.0,0.0,0.0,87.82813262939453
25,18.0,0.0,0.0,0.0,87.81891632080078
26,16.43,89.28571428571429,75.3,0.0,87.8096923828125
27,14.0,98.9795918367347,93.7,0.0,87.79377746582031
28,16.53,95.91836734693878,91.7,0.0,87.79008483886719
29,17.38,0.0,0.0,0.0,87.78138732910156
30,16.8,0.0,0.0,0.0,87.76847076416016
31,16.19,0.0,0.0,1.3771663904190063,87.7589340209961
32,16.85,97.44897959183673,95.0,0.0,87.7318115234375
33,18.16,0.0,0.0,0.0,87.72753143310547
34,18.62,96.93877551020408,93.2,0.0,87.71770477294922
35,17.52,0.0,0.0,0.0,87.7063217163086
36,18.67,92.85714285714286,83.0,0.0,87.69342803955078
37,17.97,0.0,0.0,0.0,87.68578338623047
38,18.41,0.0,0.0,0.0,87.68012237548828
39,15.0,0.0,0.0,0.0,87.6694564819336
40,20.17,0.0,0.0,0.0,87.6492919921875
41,18.86,0.0,0.0,1.4320138692855835,87.63922119140625
