fl_iter,main_task_acc,backdoor_acc,raw_task_acc,adv_norm_diff,wg_norm
1,10.0,100.0,100.0,0.0,88.16675567626953
2,10.0,100.0,100.0,0.0,88.14679718017578
3,10.0,100.0,100.0,0.0,88.13272857666016
4,11.14,76.0204081632653,99.2,0.0,88.10435485839844
5,13.7,91.83673469387755,58.6,0.0,88.09088134765625
6,11.3,100.0,96.8,0.0,88.0726318359375
7,15.98,99.48979591836735,84.1,0.0,88.0573501586914
8,12.74,0.0,0.0,0.0,88.03839111328125
9,10.75,0.0,0.0,0.0,88.02156829833984
10,15.84,100.0,87.9,0.0,88.00338745117188
11,14.7,100.0,91.0,0.0,87.98149108886719
12,17.8,0.0,0.0,0.0,87.9714584350586
13,15.78,13.775510204081632,57.0,0.0,87.95293426513672
14,15.08,7.653061224489796,10.4,0.0,87.9404525756836
15,15.9,34.183673469387756,66.7,1.0949808359146118,87.92656707763672
16,17.75,99.48979591836735,86.2,0.0,87.90996551513672
17,15.86,0.0,0.0,0.0,87.89739990234375
18,18.09,10.204081632653061,53.9,0.0,87.88741302490234
19,18.33,1.0204081632653061,21.3,0.0,87.87389373779297
20,17.51,0.0,0.0,0.0,87.86181640625
21,18.14,98.9795918367347,78.2,0.0,87.84379577636719
22,20.23,19.387755102040817,54.6,0.0,87.828369140625
23,17.44,98.9795918367347,82.0,0.0,87.81299591064453
24,20.61,0.0,0.0,0.0,87.80242919921875
25,19.14,25.510204081632654,65.5,0.0,87.78776550292969
26,18.99,57.6530612244898,66.9,1.14170503616333,87.77522277832031
27,19.3,98.9795918367347,91.0,1.158294677734375,87.75995635986328
28,18.95,98.9795918367347,90.8,0.0,87.74334716796875
29,18.82,81.63265306122449,78.0,0.0,87.73250579833984
30,19.09,98.9795918367347,91.8,0.0,87.71887969970703
31,18.1,0.0,0.0,1.1351797580718994,87.70243835449219
32,19.69,0.0,0.0,0.0,87.68824005126953
33,17.27,0.0,0.0,0.0,87.67877960205078
34,20.17,0.0,0.0,0.0,87.66450500488281
35,19.3,98.9795918367347,90.1,0.0,87.647216796875
36,19.54,0.0,0.0,0.0,87.63275146484375
37,20.28,97.44897959183673,82.6,0.0,87.62124633789062
38,19.9,0.0,0.0,0.0,87.60755920410156
39,20.85,0.0,0.0,0.0,87.59146881103516
40,19.42,0.0,0.0,0.0,87.57447052001953
41,21.5,0.0,0.0,0.0,87.5653076171875
42,20.21,0.0,0.0,0.0,87.5512924194336
43,21.01,0.0,0.0,0.0,87.53649139404297
44,20.56,91.83673469387755,71.8,0.0,87.5259017944336
45,23.79,0.0,0.0,0.0,87.51602172851562
46,23.41,89.28571428571429,67.5,0.0,87.50140380859375
47,21.04,24.489795918367346,5.5,0.0,87.4885025024414
48,22.15,0.0,0.0,0.0,87.47744750976562
49,20.37,86.73469387755102,74.8,0.0,87.46565246582031
50,25.27,0.0,0.0,0.0,87.45130157470703
51,21.07,94.89795918367346,85.5,0.0,87.43925476074219
52,20.34,14.795918367346939,6.1,0.0,87.4251937866211
53,24.54,0.0,0.0,0.0,87.41717529296875
54,22.29,98.46938775510205,83.4,0.0,87.4039077758789
55,22.45,0.0,0.0,0.0,87.3899154663086
56,20.81,98.9795918367347,90.9,0.0,87.37934875488281
57,24.58,81.12244897959184,55.0,0.0,87.36898803710938
58,20.86,0.0,0.0,0.0,87.35514068603516
59,24.35,89.79591836734694,76.0,0.0,87.34547424316406
60,22.54,0.0,0.0,0.0,87.33358001708984
61,24.92,78.06122448979592,41.5,1.4972721338272095,87.32191467285156
62,21.72,76.0204081632653,42.1,0.0,87.30970764160156
63,20.78,0.0,0.0,0.0,87.30081939697266
64,24.13,94.38775510204081,80.5,0.0,87.29006958007812
65,20.17,0.0,0.0,0.0,87.2754135131836
66,20.83,70.40816326530613,42.1,0.0,87.26483154296875
67,24.54,89.79591836734694,65.2,0.0,87.2497329711914
68,24.1,85.20408163265306,53.9,1.717981219291687,87.24002075195312
69,24.33,0.0,0.0,0.0,87.22872924804688
70,25.62,0.0,0.0,0.0,87.21932220458984
71,24.33,92.85714285714286,81.8,0.0,87.2071304321289
72,25.56,64.79591836734694,44.2,0.0,87.19596099853516
73,24.39,0.0,0.0,0.0,87.18257141113281
74,24.41,0.0,0.0,0.0,87.17317962646484
75,22.52,0.0,0.0,0.0,87.16390228271484
76,25.42,73.46938775510205,52.2,0.0,87.15087890625
77,26.93,78.06122448979592,49.3,0.0,87.14187622070312
78,25.24,6.122448979591836,0.5,1.8359594345092773,87.133056640625
79,25.34,0.0,0.0,0.0,87.12118530273438
80,24.44,0.0,0.0,0.0,87.11338806152344
81,23.99,80.10204081632654,64.9,0.0,87.10504913330078
82,25.19,10.714285714285714,0.1,0.0,87.09428405761719
83,26.2,23.979591836734695,11.2,0.0,87.084228515625
84,28.61,0.0,0.0,0.0,87.07733154296875
85,28.97,26.53061224489796,3.9,0.0,87.0664291381836
86,28.91,43.87755102040816,19.8,0.0,87.0591049194336
87,28.85,0.0,0.0,0.0,87.05363464355469
88,31.05,37.755102040816325,13.1,0.0,87.04290771484375
89,24.07,0.0,0.0,0.0,87.0335922241211
90,27.66,20.918367346938776,3.9,0.0,87.02132415771484
91,27.99,86.22448979591837,73.8,1.8531357049942017,87.01361846923828
92,29.22,1.0204081632653061,0.0,0.0,87.00689697265625
93,31.15,86.22448979591837,71.4,0.0,86.9994125366211
94,27.25,0.0,0.0,0.0,86.99017333984375
95,29.13,4.081632653061225,0.0,0.0,86.98133850097656
96,29.32,0.0,0.0,0.0,86.97294616699219
97,32.3,84.18367346938776,53.0,2.091543674468994,86.9661865234375
98,29.86,64.28571428571429,46.6,0.0,86.95773315429688
99,30.27,63.775510204081634,41.3,0.0,86.95077514648438
100,26.83,0.0,0.0,0.0,86.94661712646484
101,32.01,61.734693877551024,31.3,0.0,86.93431854248047
102,31.8,81.12244897959184,56.3,0.0,86.92491912841797
103,30.73,77.55102040816327,42.9,0.0,86.91664123535156
104,29.93,92.85714285714286,73.9,0.0,86.91385650634766
105,34.81,64.79591836734694,33.9,0.0,86.90335083007812
106,36.96,62.755102040816325,57.1,0.0,86.8945541381836
107,35.24,40.816326530612244,7.0,0.0,86.8863525390625
108,36.35,46.42857142857143,13.1,0.0,86.88214111328125
109,29.11,38.265306122448976,5.0,0.0,86.8763656616211
110,31.55,50.0,33.5,0.0,86.86290740966797
111,35.57,41.83673469387755,14.2,0.0,86.85908508300781
112,34.45,47.44897959183673,9.7,0.0,86.85134887695312
113,34.97,85.71428571428571,79.0,0.0,86.84517669677734
114,38.42,79.59183673469387,39.0,0.0,86.83824920654297
115,39.32,80.61224489795919,75.3,0.0,86.83733367919922
116,38.5,61.224489795918366,40.1,0.0,86.82637023925781
117,37.79,68.87755102040816,47.7,0.0,86.82112884521484
118,38.93,88.77551020408163,66.5,2.3035614490509033,86.81636047363281
119,34.16,40.816326530612244,2.1,0.0,86.8140869140625
120,36.5,45.91836734693877,4.7,0.0,86.80192565917969
121,38.07,40.816326530612244,1.4,0.0,86.79730224609375
122,39.87,91.3265306122449,73.9,0.0,86.79037475585938
123,36.86,54.59183673469388,18.9,0.0,86.79185485839844
124,42.09,84.6938775510204,47.6,0.0,86.7812271118164
125,41.81,86.73469387755102,43.5,2.5758590698242188,86.7837142944336
126,39.24,80.10204081632654,51.6,0.0,86.78228759765625
127,38.38,88.26530612244898,60.7,0.0,86.77586364746094
128,41.65,82.14285714285714,36.7,2.4335296154022217,86.76915740966797
129,42.93,59.183673469387756,23.6,0.0,86.76234436035156
